,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
687,Shredded Mild Cheddar Cheese,Organic Strawberries,393,0.062607731,5752,0.916335042,57010,9.082103747,0.068324061,0.006893527,0.007522933
392,Sweet Onion,Organic Baby Spinach,257,0.040941952,4157,0.66224005,51590,8.218658697,0.06182343,0.004981586,0.007522326
4593,Banana,Organic Broccoli Florets,873,0.13907519,101479,16.16633584,7179,1.143666423,0.008602765,0.12160468,0.007522093
5614,Bag of Organic Bananas,Boneless Skinless Chicken Breast,475,0.075670922,80947,12.89544031,4897,0.780127382,0.005868037,0.096998162,0.007521896
3692,Banana,Organic Large Extra Fancy Fuji Apple,1966,0.313197965,101479,16.16633584,16173,2.576475424,0.019373466,0.121560626,0.007519368
2733,Organic Half & Half,Organic Blueberries,414,0.065953183,16164,2.575041659,21385,3.406784575,0.025612472,0.019359364,0.007518078
1115,Boneless Skinless Chicken Breasts,Strawberries,390,0.06212981,10691,1.703153327,30470,4.854090531,0.036479282,0.012799475,0.007515163
2614,Fresh Cauliflower,Organic Raspberries,537,0.085547969,15387,2.451259961,29163,4.645876014,0.034899591,0.018413743,0.00751195
6438,Banana,Bunny-Luv Fresh Organic Carrots,269,0.042853638,101479,16.16633584,2216,0.353024766,0.002650795,0.121389892,0.007508807
688,Lightly Salted Baked Snap Pea Crisps,Organic Strawberries,370,0.058943666,5426,0.864400893,57010,9.082103747,0.068190195,0.006490089,0.007508194
5452,Large Lemon,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,284,0.045243246,32705,5.210142134,7260,1.156570307,0.008683688,0.039118457,0.007508136
3303,Seedless Red Grapes,Fresh Cauliflower,330,0.052571378,17932,2.856696797,15387,2.451259961,0.018402855,0.021446676,0.007507509
5396,Bag of Organic Bananas,Sharp Cheddar Cheese,626,0.09972631,80947,12.89544031,6468,1.030399001,0.007733455,0.096784168,0.007505302
4003,Banana,Organic Celery Hearts,626,0.09972631,101479,16.16633584,5160,0.822025177,0.006168764,0.121317829,0.007504349
2220,Fresh Cauliflower,Cucumber Kirby,385,0.061333274,15387,2.451259961,20935,3.335096333,0.025021122,0.018390256,0.007502369
2384,Strawberries,Large Lemon,1191,0.189734881,30470,4.854090531,32705,5.210142134,0.039087627,0.03641645,0.007502219
483,Organic Yams,Organic Baby Spinach,268,0.042694331,4347,0.692508419,51590,8.218658697,0.061651714,0.005194805,0.007501433
4685,Banana,Organic Navel Orange,1114,0.177468226,101479,16.16633584,9190,1.464033212,0.010977641,0.121218716,0.007498218
5261,Banana,Organic Frozen Peas,514,0.081883903,101479,16.16633584,4241,0.675621856,0.005065087,0.121197831,0.007496926
709,Bag of Organic Bananas,Icelandic Style Skyr Blueberry Non-fat Yogurt,403,0.064200804,80947,12.89544031,4170,0.664311044,0.004978566,0.096642686,0.00749433
3175,Strawberries,Organic Peeled Whole Baby Carrots,431,0.068661405,30470,4.854090531,11849,1.88763107,0.014145061,0.036374378,0.007493552
3384,Cucumber Kirby,Organic Gala Apples,392,0.062448424,20935,3.335096333,15697,2.500645194,0.018724624,0.024972925,0.007487917
594,Organic Baby Carrots,Organic Strawberries,1123,0.178901991,16514,2.630799181,57010,9.082103747,0.068002907,0.019698299,0.007487572
2914,Organic Yellow Onion,Organic Baby Carrots,478,0.076148844,24267,3.86590794,16514,2.630799181,0.019697532,0.028945137,0.007487281
4447,Organic Strawberries,No Salt Added Black Beans,405,0.064519418,57010,9.082103747,5958,0.949152326,0.007104017,0.067975831,0.007484591
5840,Banana,Organic Mexican Blend Finely Shredded Cheese,483,0.07694538,101479,16.16633584,3992,0.635954362,0.004759605,0.120991984,0.007484193
4980,Banana,Sustainably Soft Bath Tissue,477,0.075989537,101479,16.16633584,3944,0.628307616,0.00470048,0.120943205,0.007481176
5100,Organic Baby Spinach,Russet Potato,390,0.06212981,51590,8.218658697,6343,1.0104856,0.007559605,0.061485102,0.00748116
1219,Michigan Organic Kale,Organic Fuji Apple,331,0.052730685,14458,2.303263567,19210,3.060291405,0.0228939,0.017230609,0.007480954
592,Grated Parmesan,Organic Strawberries,658,0.104824141,9685,1.542890279,57010,9.082103747,0.067940114,0.011541835,0.007480658
4833,Bag of Organic Bananas,Extra Virgin Olive Oil,1031,0.164245728,80947,12.89544031,10691,1.703153327,0.012736729,0.096436255,0.007478322
184,2% Reduced Fat Organic Milk,Banana,422,0.06722764,3492,0.556300759,101479,16.16633584,0.120847652,0.004158496,0.007475265
2990,Bag of Organic Bananas,Honeycrisp Apple,1663,0.264927882,80947,12.89544031,17262,2.74996097,0.020544307,0.096338779,0.007470763
3836,Organic Baby Spinach,Blueberries,745,0.118683868,51590,8.218658697,12136,1.933352238,0.014440783,0.061387607,0.007469298
5863,Banana,Super Greens Salad,405,0.064519418,101479,16.16633584,3355,0.534475672,0.003990974,0.12071535,0.007467082
867,Hass Avocados,Bag of Organic Bananas,1021,0.162652656,10605,1.689452907,80947,12.89544031,0.096275342,0.012613191,0.007465844
5304,Organic Baby Spinach,Total Greek Strained Yogurt,350,0.055757522,51590,8.218658697,5706,0.909006911,0.006784261,0.061338941,0.007463376
4029,Organic Strawberries,Organic Diced Tomatoes,326,0.051934149,57010,9.082103747,4811,0.766426962,0.005718295,0.06776138,0.007460978
2824,Original Hummus,Half & Half,268,0.042694331,15362,2.447277281,14678,2.338311152,0.017445645,0.018258618,0.007460789
741,Green Bell Pepper,Organic Hass Avocado,643,0.102434533,11807,1.880940167,45829,7.30088989,0.054459219,0.014030417,0.007459258
160,Organic Fat Free Milk,Banana,692,0.110240586,5740,0.914423356,101479,16.16633584,0.120557491,0.006819145,0.007457317
5290,Large Lemon,Whipped Cream Cheese,260,0.041419873,32705,5.210142134,6692,1.066083815,0.007949855,0.038852361,0.007457064
736,Organic Italian Parsley Bunch,Organic Hass Avocado,708,0.112789501,13009,2.072427428,45829,7.30088989,0.05442386,0.015448733,0.007454415
545,Organic Lacinato (Dinosaur) Kale,Organic Strawberries,627,0.099885617,9263,1.475662638,57010,9.082103747,0.067688654,0.010998071,0.007452971
3362,Sparkling Water Grapefruit,Organic Gala Apples,305,0.048588697,16368,2.607540329,15697,2.500645194,0.01863392,0.019430464,0.007451645
3293,Half & Half,Fresh Cauliflower,268,0.042694331,14678,2.338311152,15387,2.451259961,0.018258618,0.0174173,0.007448667
1468,Organic Fuji Apple,Green Bell Pepper,269,0.042853638,19210,3.060291405,11807,1.880940167,0.014003123,0.022783095,0.007444747
3787,Organic Baby Carrots,Organic Cilantro,291,0.046358397,16514,2.630799181,14861,2.367464371,0.017621412,0.019581455,0.007443158
5501,Organic Avocado,Large Alfresco Eggs,386,0.061492581,37688,6.003969936,8638,1.376095635,0.010241987,0.04468627,0.007442787
1922,Honeycrisp Apple,Sparkling Water Grapefruit,335,0.053367914,17262,2.74996097,16368,2.607540329,0.019406789,0.020466764,0.007442565
2923,Organic Lemon,Organic Baby Carrots,369,0.058784359,18849,3.002781504,16514,2.630799181,0.019576635,0.022344677,0.007441326
3103,Bag of Organic Bananas,Organic Whole Milk,2816,0.448609089,80947,12.89544031,29348,4.675347847,0.034788195,0.095952024,0.007440771
278,Organic Strawberries,Vanilla Skyr Nonfat Yogurt,263,0.041897795,57010,9.082103747,3892,0.620023641,0.004613226,0.067574512,0.007440403
4355,Banana,Organic Broccoli,1013,0.161378198,101479,16.16633584,8424,1.342003893,0.009982361,0.120251662,0.007438399
5518,Banana,Organic Fresh Basil,310,0.049385233,101479,16.16633584,2578,0.410693974,0.003054819,0.120248254,0.007438189
3191,Large Lemon,Organic Peeled Whole Baby Carrots,459,0.073122007,32705,5.210142134,11849,1.88763107,0.014034551,0.038737446,0.007435008
1643,Organic Blueberries,Organic Zucchini,569,0.0906458,21385,3.406784575,22466,3.578995664,0.026607435,0.025327161,0.00743433
164,1% Lowfat Milk,Banana,364,0.057987823,3029,0.482541523,101479,16.16633584,0.120171674,0.003586949,0.007433452
6440,Banana,Organic Chopped Spinach,317,0.050500384,101479,16.16633584,2639,0.420411714,0.003123799,0.120121258,0.007430333
676,Organic Old Fashioned Rolled Oats,Organic Strawberries,292,0.046517704,4331,0.689959504,57010,9.082103747,0.067420919,0.005121908,0.007423491
2184,Seedless Red Grapes,Organic Red Onion,306,0.048748005,17932,2.856696797,14431,2.298962273,0.017064466,0.021204352,0.007422682
6018,Organic Strawberries,Pure Coconut Water,261,0.04157918,57010,9.082103747,3872,0.616837497,0.004578144,0.067407025,0.007421962
4053,Banana,Organic Russet Potato,842,0.134136666,101479,16.16633584,7018,1.118017963,0.008297283,0.119977201,0.007421422
2799,Organic Peeled Whole Baby Carrots,Organic Lemon,264,0.042057102,11849,1.88763107,18849,3.002781504,0.022280361,0.014006048,0.007419908
3669,Organic Blackberries,Organic Large Extra Fancy Fuji Apple,254,0.04046403,13298,2.11846721,16173,2.576475424,0.019100617,0.015705188,0.007413467
6079,Organic Avocado,Unsweetened Original Almond Breeze Almond Milk,335,0.053367914,37688,6.003969936,7527,1.199105331,0.008888771,0.044506443,0.007412836
505,Raspberries,Organic Strawberries,833,0.132702902,12376,1.971585967,57010,9.082103747,0.067307692,0.014611472,0.007411024
3445,Michigan Organic Kale,Seedless Red Grapes,306,0.048748005,14458,2.303263567,17932,2.856696797,0.021164753,0.017064466,0.00740882
3970,Banana,Organic Baby Broccoli,822,0.130950522,101479,16.16633584,6863,1.093325347,0.008100198,0.119772694,0.007408772
690,Organic Heavy Whipping Cream,Organic Strawberries,354,0.056394751,5264,0.838593126,57010,9.082103747,0.06724924,0.006209437,0.007404588
1292,Organic Fuji Apple,Organic Avocado,854,0.136048353,19210,3.060291405,37688,6.003969936,0.044456012,0.022659733,0.007404436
2111,Organic Tomato Cluster,Yellow Onions,258,0.041101259,13817,2.201147649,15834,2.522470281,0.01867265,0.016294051,0.007402525
1372,Bag of Organic Bananas,Trilogy Kombucha Drink,352,0.056076136,80947,12.89544031,3688,0.587524971,0.004348524,0.095444685,0.007401429
816,Uncured Genoa Salami,Organic Hass Avocado,482,0.076786073,8920,1.421020267,45829,7.30088989,0.054035874,0.010517358,0.007401272
2100,Organic Gala Apples,Yellow Onions,293,0.046677011,15697,2.500645194,15834,2.522470281,0.018665987,0.018504484,0.007399884
440,Total Greek Strained Yogurt,Organic Baby Spinach,347,0.0552796,5706,0.909006911,51590,8.218658697,0.060813179,0.00672611,0.007399404
4430,Organic Raspberries,Orange Bell Pepper,289,0.046039782,29163,4.645876014,8408,1.339454978,0.009909817,0.034372027,0.007398395
1220,Organic Granny Smith Apple,Organic Fuji Apple,284,0.045243246,12549,1.999146113,19210,3.060291405,0.022631285,0.014783967,0.007395141
2972,Organic Raspberries,Honeycrisp Apple,593,0.094469172,29163,4.645876014,17262,2.74996097,0.020333985,0.034352914,0.007394281
573,Organic Garnet Sweet Potato (Yam),Organic Strawberries,742,0.118205946,11049,1.760185306,57010,9.082103747,0.067155399,0.01301526,0.007394256
336,Red Raspberries,Organic Baby Spinach,342,0.054483064,5633,0.897377485,51590,8.218658697,0.060713652,0.006629192,0.007387294
3698,Organic Blueberries,Organic Large Extra Fancy Fuji Apple,407,0.064838032,21385,3.406784575,16173,2.576475424,0.019032032,0.025165399,0.007386848
5697,Banana,Organic Sea Salt Roasted Seaweed Snacks,262,0.041738488,101479,16.16633584,2194,0.349520007,0.002581815,0.119416591,0.007386744
2517,Banana,Organic Frozen Mango Chunks,271,0.043172253,101479,16.16633584,2270,0.361627355,0.002670503,0.11938326,0.007384683
2194,Organic Cilantro,Cucumber Kirby,366,0.058306437,14861,2.367464371,20935,3.335096333,0.024628222,0.017482684,0.007384561
691,Organic Creamy Peanut Butter,Organic Strawberries,258,0.041101259,3847,0.612854817,57010,9.082103747,0.067065246,0.004525522,0.007384329
586,Organic Spring Mix,Organic Strawberries,464,0.073918543,6919,1.10224655,57010,9.082103747,0.067061714,0.008138923,0.007383941
5710,Banana,Organic Chicken Strips,283,0.045083939,101479,16.16633584,2371,0.377717383,0.002788754,0.11935892,0.007383177
482,Shredded Mild Cheddar Cheese,Organic Baby Spinach,349,0.055598214,5752,0.916335042,51590,8.218658697,0.060674548,0.006764877,0.007382537
3452,Organic Baby Spinach,Seedless Red Grapes,1088,0.173326239,51590,8.218658697,17932,2.856696797,0.021089358,0.060673656,0.007382428
3089,Organic D'Anjou Pears,Organic Whole Milk,366,0.058306437,10609,1.690090136,29348,4.675347847,0.03449901,0.012471037,0.007378918
5408,Banana,Organic Green Seedless Grapes,556,0.088574806,101479,16.16633584,4661,0.742530882,0.005478966,0.119287707,0.007378772
921,Apple Honeycrisp Organic,Bag of Organic Bananas,1746,0.27815038,18350,2.923287209,80947,12.89544031,0.095149864,0.021569669,0.007378566
3686,Organic Grape Tomatoes,Organic Large Extra Fancy Fuji Apple,347,0.0552796,18257,2.908471639,16173,2.576475424,0.019006409,0.021455512,0.007376903
826,Organic Sour Cream,Organic Hass Avocado,303,0.048270083,5626,0.896262334,45829,7.30088989,0.053857092,0.006611534,0.007376785
5202,Organic Hass Avocado,Fresh Ginger Root,278,0.044287403,45829,7.30088989,5165,0.822821713,0.006066028,0.053823814,0.007372227
3738,Original Hummus,Organic Cilantro,268,0.042694331,15362,2.447277281,14861,2.367464371,0.017445645,0.01803378,0.007368916
3073,Organic Strawberries,Organic Whole Milk,1964,0.31287935,57010,9.082103747,29348,4.675347847,0.034450096,0.066921085,0.007368456
4951,Organic Strawberries,Organic Unsweetened Almond Milk,834,0.132862209,57010,9.082103747,12465,1.985764308,0.014629012,0.066907341,0.007366943
457,Whipped Cream Cheese,Organic Baby Spinach,405,0.064519418,6692,1.066083815,51590,8.218658697,0.060520024,0.007850359,0.007363735
3667,Carrots,Organic Large Extra Fancy Fuji Apple,300,0.047792161,15813,2.51912483,16173,2.576475424,0.018971732,0.018549434,0.007363444
2348,Organic Peeled Whole Baby Carrots,Limes,419,0.066749719,11849,1.88763107,30149,4.802952918,0.035361634,0.013897642,0.007362478
1285,Organic Unsweetened Almond Milk,Organic Avocado,551,0.08777827,12465,1.985764308,37688,6.003969936,0.044203771,0.014620038,0.007362424
692,Guacamole,Organic Strawberries,255,0.040623337,3814,0.607597679,57010,9.082103747,0.066858941,0.004472899,0.007361614
3607,Organic Blackberries,Organic Cucumber,270,0.043012945,13298,2.11846721,17325,2.759997324,0.020303805,0.015584416,0.007356458
2807,Organic Half & Half,Organic Lemon,357,0.056872672,16164,2.575041659,18849,3.002781504,0.022086117,0.018939997,0.00735522
314,Jalapeno Peppers,Organic Baby Spinach,551,0.08777827,9115,1.452085172,51590,8.218658697,0.060449808,0.010680364,0.007355191
3806,Banana,Blackberries,574,0.091442336,101479,16.16633584,4828,0.769135185,0.005656343,0.118889809,0.007354159
1592,Organic Blackberries,Organic Zucchini,350,0.055757522,13298,2.11846721,22466,3.578995664,0.026319747,0.015579097,0.007353948
1258,Green Onions,Organic Avocado,254,0.04046403,5753,0.916494349,37688,6.003969936,0.044150878,0.006739546,0.007353614
1319,Bartlett Pears,Organic Avocado,342,0.054483064,7747,1.234152916,37688,6.003969936,0.044146121,0.009074506,0.007352822
2702,Large Lemon,Organic Blueberries,819,0.130472601,32705,5.210142134,21385,3.406784575,0.025042043,0.038297872,0.007350639
1208,Blueberries,Organic Fuji Apple,273,0.043490867,12136,1.933352238,19210,3.060291405,0.022495056,0.014211348,0.007350625
365,Organic Basil,Organic Baby Spinach,344,0.054801678,5697,0.907573146,51590,8.218658697,0.060382658,0.006667959,0.007347021
6442,Banana,Organic Romaine Hearts,321,0.051137613,101479,16.16633584,2705,0.430925989,0.003163216,0.118669131,0.007340509
2746,Red Peppers,Organic Lemon,262,0.041738488,11889,1.894003358,18849,3.002781504,0.022037177,0.013899942,0.007338921
753,Carrots,Organic Hass Avocado,847,0.134933202,15813,2.51912483,45829,7.30088989,0.053563524,0.018481747,0.007336575
438,Organic Green Seedless Grapes,Organic Baby Spinach,281,0.044765325,4661,0.742530882,51590,8.218658697,0.060287492,0.005446792,0.007335442
4896,Large Lemon,Small Hass Avocado,397,0.06324496,32705,5.210142134,10400,1.65679493,0.012138817,0.038173077,0.007326686
1117,Roma Tomato,Strawberries,303,0.048270083,8520,1.357297385,30470,4.854090531,0.03556338,0.009944207,0.007326477
4193,Organic Blueberries,Organic Ginger Root,283,0.045083939,21385,3.406784575,11339,1.806384396,0.013233575,0.024958109,0.007326002
4949,Organic Yellow Onion,Organic Unsweetened Almond Milk,353,0.056235443,24267,3.86590794,12465,1.985764308,0.014546503,0.028319294,0.007325393
208,Vitamin D Organic Whole Milk,Banana,261,0.04157918,2204,0.351113079,101479,16.16633584,0.118421053,0.002571961,0.007325163
2590,Sparkling Water Grapefruit,Organic Raspberries,557,0.088734113,16368,2.607540329,29163,4.645876014,0.034029814,0.019099544,0.007324736
3875,Organic Strawberries,Organic Leek,279,0.04444671,57010,9.082103747,4194,0.668134417,0.004893878,0.066523605,0.007324691
1487,Strawberries,Organic Grape Tomatoes,649,0.103390376,30470,4.854090531,18257,2.908471639,0.021299639,0.035548009,0.00732331
6061,Organic Baby Spinach,Total 0% Nonfat Greek Yogurt,342,0.054483064,51590,8.218658697,5684,0.905502152,0.006629192,0.060168895,0.007321012
3463,Organic Half & Half,Seedless Red Grapes,338,0.053845835,16164,2.575041659,17932,2.856696797,0.020910666,0.018848985,0.007319876
6080,Large Lemon,Unsweetened Original Almond Breeze Almond Milk,287,0.045721168,32705,5.210142134,7527,1.199105331,0.008775417,0.038129401,0.007318303
2215,Organic Kiwi,Cucumber Kirby,262,0.041738488,10735,1.710162844,20935,3.335096333,0.024406148,0.012514927,0.007317974
6526,Bag of Organic Bananas,Water,258,0.041101259,80947,12.89544031,2734,0.435545898,0.003187271,0.094367228,0.007317876
144,Whole Milk,Banana,895,0.142579948,7569,1.205796233,101479,16.16633584,0.118245475,0.008819559,0.007314303
5069,Banana,Romaine Hearts,660,0.105142755,101479,16.16633584,5582,0.889252817,0.006503809,0.118237191,0.00731379
490,Total 2% Lowfat Greek Strained Yogurt With Blueberry,Organic Strawberries,296,0.047154933,4457,0.710032212,57010,9.082103747,0.066412385,0.005192072,0.007312445
4757,Organic Hass Avocado,Garlic,424,0.067546255,45829,7.30088989,7943,1.265377128,0.009251784,0.053380335,0.007311483
1631,Half & Half,Organic Zucchini,384,0.061173967,14678,2.338311152,22466,3.578995664,0.026161602,0.017092495,0.007309761
6023,Organic Strawberries,Organic Fat Free Milk,381,0.060696045,57010,9.082103747,5740,0.914423356,0.006683038,0.066376307,0.007308473
5610,Organic Strawberries,Boneless Skinless Chicken Breast,325,0.051774842,57010,9.082103747,4897,0.780127382,0.005700754,0.066367164,0.007307466
2684,Organic Red Onion,Organic Blueberries,359,0.057191287,14431,2.298962273,21385,3.406784575,0.024877001,0.016787468,0.007302194
1664,Sparkling Water Grapefruit,Organic Yellow Onion,462,0.073599929,16368,2.607540329,24267,3.86590794,0.028225806,0.0190382,0.00730121
4285,Banana,Organic Lacinato (Dinosaur) Kale,1093,0.174122775,101479,16.16633584,9263,1.475662638,0.010770701,0.117996329,0.007298891
3693,Half & Half,Organic Large Extra Fancy Fuji Apple,276,0.043968789,14678,2.338311152,16173,2.576475424,0.018803652,0.01706548,0.007298207
1000,Spring Water,Bag of Organic Bananas,1085,0.172848317,11533,1.837289993,80947,12.89544031,0.094077864,0.013403832,0.007295436
4189,Banana,Organic Ginger Root,1337,0.212993733,101479,16.16633584,11339,1.806384396,0.01317514,0.117911632,0.007293652
5048,Organic Hass Avocado,"Clementines, Bag",460,0.073281314,45829,7.30088989,8644,1.377051479,0.010037313,0.053216104,0.007288989
2677,Organic Cilantro,Organic Blueberries,369,0.058784359,14861,2.367464371,21385,3.406784575,0.024830092,0.017255085,0.007288425
5918,Banana,Sea Salt Potato Chips,329,0.05241207,101479,16.16633584,2793,0.444945023,0.00324205,0.117794486,0.007286406
5492,Organic Strawberries,Organic Reduced Fat Milk,509,0.081087367,57010,9.082103747,7693,1.225550327,0.008928258,0.066164045,0.007285101
655,Organic Shredded Carrots,Organic Strawberries,285,0.045402553,4308,0.686295438,57010,9.082103747,0.066155989,0.004999123,0.007284214
3137,Organic Baby Spinach,Uncured Genoa Salami,534,0.085070047,51590,8.218658697,8920,1.421020267,0.010350843,0.059865471,0.007284093
499,Frozen Organic Wild Blueberries,Organic Strawberries,433,0.06898002,6551,1.043621499,57010,9.082103747,0.066096779,0.007595159,0.007277695
5679,Banana,Organic Original Hommus,331,0.052730685,101479,16.16633584,2814,0.448290474,0.003261759,0.117626155,0.007275994
2307,Organic Whole String Cheese,Limes,450,0.071688242,12884,2.052514027,30149,4.802952918,0.034927041,0.014925868,0.007271993
429,Organic Sour Cream,Organic Baby Spinach,336,0.053527221,5626,0.896262334,51590,8.218658697,0.059722716,0.00651289,0.007266723
6256,Bag of Organic Bananas,Roasted Red Pepper Hummus,341,0.054323757,80947,12.89544031,3639,0.579718918,0.004212633,0.093707062,0.007266682
843,Whipped Cream Cheese,Organic Hass Avocado,355,0.056554058,6692,1.066083815,45829,7.30088989,0.053048416,0.007746187,0.007266021
2994,Asparagus,Honeycrisp Apple,285,0.045402553,14265,2.272517277,17262,2.74996097,0.01997897,0.016510254,0.007265183
6298,Bag of Organic Bananas,100 Calorie  Per Bag Popcorn,252,0.040145416,80947,12.89544031,2691,0.428695688,0.003113148,0.093645485,0.007261907
1973,Organic Strawberries,Red Peppers,784,0.124896849,57010,9.082103747,11889,1.894003358,0.013751973,0.065943309,0.007260797
608,Ground Turkey Breast,Organic Strawberries,378,0.060218123,5736,0.913786127,57010,9.082103747,0.065899582,0.006630416,0.007255982
370,Organic Green Cabbage,Organic Baby Spinach,274,0.043650174,4595,0.732016606,51590,8.218658697,0.059630033,0.005311107,0.007255446
526,Organic Small Bunch Celery,Organic Strawberries,958,0.152616302,14546,2.317282601,57010,9.082103747,0.06586003,0.016804069,0.007251627
6444,Banana,Light Brown Sugar,346,0.055120293,101479,16.16633584,2954,0.470593483,0.003409572,0.117129316,0.007245261
1202,Yellow Onions,Organic Fuji Apple,351,0.055916829,15834,2.522470281,19210,3.060291405,0.022167488,0.018271733,0.007243587
2446,Organic Baby Broccoli,Large Lemon,259,0.041260566,6863,1.093325347,32705,5.210142134,0.037738598,0.007919278,0.007243295
1247,Red Peppers,Organic Avocado,517,0.082361825,11889,1.894003358,37688,6.003969936,0.043485575,0.013717894,0.007242804
2317,Organic D'Anjou Pears,Limes,369,0.058784359,10609,1.690090136,30149,4.802952918,0.034781789,0.012239212,0.007241751
3341,Organic Fuji Apple,Organic Baby Arugula,345,0.054960986,19210,3.060291405,15579,2.481846944,0.017959396,0.022145195,0.007236303
598,Organic Russet Potato,Organic Strawberries,461,0.073440621,7018,1.118017963,57010,9.082103747,0.06568823,0.008086301,0.007232711
5880,Banana,Organic Rainbow Carrots,364,0.057987823,101479,16.16633584,3114,0.496082636,0.003586949,0.116891458,0.007230547
3450,Half & Half,Seedless Red Grapes,303,0.048270083,14678,2.338311152,17932,2.856696797,0.020643139,0.016897167,0.007226227
5476,Organic Hass Avocado,Pure Irish Butter,377,0.060058816,45829,7.30088989,7151,1.139205822,0.008226232,0.052719899,0.007221024
997,Organic Whole Grain Wheat English Muffins,Bag of Organic Bananas,277,0.044128096,2976,0.474098242,80947,12.89544031,0.093077957,0.003421992,0.007217897
3026,Large Lemon,Apple Honeycrisp Organic,690,0.109921971,32705,5.210142134,18350,2.923287209,0.021097691,0.03760218,0.007217112
5353,Banana,Organic Shredded Mozzarella,460,0.073281314,101479,16.16633584,3944,0.628307616,0.004532958,0.11663286,0.007214551
1179,Bag of Organic Bananas,Total 2% Lowfat Greek Strained Yogurt with Peach,392,0.062448424,80947,12.89544031,4214,0.671320561,0.004842675,0.093023256,0.007213655
762,Fresh Cauliflower,Organic Hass Avocado,810,0.129038836,15387,2.451259961,45829,7.30088989,0.052641841,0.017674398,0.007210332
5115,Strawberries,Unsalted Butter,265,0.042216409,30470,4.854090531,7572,1.206274155,0.008697079,0.034997359,0.007209869
1725,Honeycrisp Apple,Organic Yellow Onion,481,0.076626766,17262,2.74996097,24267,3.86590794,0.027864674,0.019821156,0.007207795
6527,Bag of Organic Bananas,Distilled Water,303,0.048270083,80947,12.89544031,3260,0.519341488,0.00374319,0.092944785,0.00720757
3003,Organic Italian Parsley Bunch,Apple Honeycrisp Organic,274,0.043650174,13009,2.072427428,18350,2.923287209,0.021062341,0.01493188,0.00720502
565,Organic Roma Tomato,Organic Strawberries,412,0.065634568,6297,1.003157469,57010,9.082103747,0.065427982,0.007226802,0.007204056
580,Organic Baby Broccoli,Organic Strawberries,449,0.071528935,6863,1.093325347,57010,9.082103747,0.065423284,0.007875811,0.007203539
521,Organic Garlic,Organic Strawberries,1549,0.24676686,23678,3.772075996,57010,9.082103747,0.065419377,0.027170672,0.007203108
5803,Banana,Organic Turkey Bacon,361,0.057509901,101479,16.16633584,3101,0.494011642,0.003557386,0.11641406,0.007201017
2371,Organic Half & Half,Limes,559,0.089052727,16164,2.575041659,30149,4.802952918,0.034583024,0.018541245,0.007200367
3507,Honeycrisp Apple,Organic Small Bunch Celery,288,0.045880475,17262,2.74996097,14546,2.317282601,0.016684046,0.019799258,0.007199832
5972,Organic Baby Spinach,Organic Bread with 21 Whole Grains,284,0.045243246,51590,8.218658697,4800,0.764674583,0.005504943,0.059166667,0.007199066
2683,Organic Ginger Root,Organic Blueberries,278,0.044287403,11339,1.806384396,21385,3.406784575,0.024517153,0.012999766,0.007196567
1066,Organic Blueberries,Hass Avocados,260,0.041419873,21385,3.406784575,10605,1.689452907,0.012158055,0.024516737,0.007196445
2070,Sparkling Water Grapefruit,Yellow Onions,297,0.04731424,16368,2.607540329,15834,2.522470281,0.018145161,0.018757105,0.007193409
434,Organic Yellow Peaches,Organic Baby Spinach,270,0.043012945,4567,0.727556004,51590,8.218658697,0.059119772,0.005233572,0.00719336
5106,Organic Avocado,100% Whole Wheat Bread,568,0.090486492,37688,6.003969936,13156,2.095845587,0.01507111,0.043174217,0.007190945
2227,Organic Hass Avocado,Cucumber Kirby,1099,0.175078618,45829,7.30088989,20935,3.335096333,0.023980449,0.05249582,0.007190332
6446,Banana,Pure & Natural Sour Cream,262,0.041738488,101479,16.16633584,2254,0.35907844,0.002581815,0.116237799,0.007190114
5774,Banana,Organic Honey Sweet Whole Wheat Bread,298,0.047473547,101479,16.16633584,2564,0.408463673,0.002936568,0.116224649,0.007189301
1564,Sparkling Water Grapefruit,Organic Zucchini,421,0.067068333,16368,2.607540329,22466,3.578995664,0.025720919,0.018739428,0.00718663
2916,Limes,Organic Baby Carrots,570,0.090805107,30149,4.802952918,16514,2.630799181,0.0189061,0.034516168,0.007186447
1327,Grape White/Green Seedless,Organic Avocado,363,0.057828515,8417,1.340888743,37688,6.003969936,0.043127005,0.009631713,0.007183081
197,2% Reduced Fat Milk,Banana,908,0.144650942,7821,1.245941649,101479,16.16633584,0.116097686,0.008947664,0.007181447
3087,Organic Gala Apples,Organic Whole Milk,527,0.083954897,15697,2.500645194,29348,4.675347847,0.033573294,0.017956931,0.007180919
1675,Bunched Cilantro,Organic Yellow Onion,271,0.043172253,9765,1.555634855,24267,3.86590794,0.027752176,0.011167429,0.007178696
693,Marinara Sauce,Organic Strawberries,275,0.043809481,4220,0.672276404,57010,9.082103747,0.065165877,0.004823715,0.007175196
2018,Organic Baby Spinach,Red Onion,554,0.088256191,51590,8.218658697,9397,1.497009804,0.010738515,0.058954986,0.00717331
4974,Banana,Unsweetened Almondmilk,1231,0.196107169,101479,16.16633584,10616,1.691205286,0.012130589,0.115957046,0.007172748
2099,Organic Hass Avocado,Yellow Onions,829,0.132065673,45829,7.30088989,15834,2.522470281,0.018088983,0.05235569,0.007171138
